supplier_id,business_name,registration_number,status,registration_date,business_type,industry_category,state,verification_status,verification_reason
BUS0002941,Lakeside Traders,RC622582,registered,,Cooperative Society,Microfinance,Zamfara,REJECTED,Missing or invalid registration date
BUS0002942,EcoTech Solutions Ltd,RC773086,registered,2018-08-11,Cooperative Society,Manufacturing,Delta,VERIFIED,Business passed basic verification
BUS0002943,Urban Farm Produce,RC589672,registered,,Sole Proprietorship,Education,Jigawa,REJECTED,Missing or invalid registration date
BUS0002944,PrimeBuild Construction,RC585110,registered,,Non-Profit Organization,Human Resources,Ogun,REJECTED,Missing or invalid registration date
BUS0002945,MetroLink Ventures,RC402630,registered,2019-08-04,Enterprise,Real Estate,Kano,VERIFIED,Business passed basic verification
BUS0002946,GreenField Farms Ltd,RC936938,registered,2018-04-08,Sole Proprietorship,Construction,Delta,VERIFIED,Business passed basic verification
BUS0002947,Zenith Media,RC614585,registered,,Sole Proprietorship,Beverages,Kano,REJECTED,Missing or invalid registration date
BUS0002948,Royal Furnishings,RC915262,registered,2024-05-05,Sole Proprietorship,Security Services,Sokoto,FLAGGED,Recently registered business
BUS0002949,EcoTech Solutions Ltd,RC878066,registered,2024-12-07,Limited Liability Company,Consulting,Borno,FLAGGED,Recently registered business
BUS0002950,Unity Supplies Nigeria,RC696292,registered,2022-01-12,Sole Proprietorship,Textiles,Nasarawa,VERIFIED,Business passed basic verification
BUS0002951,Urban Farm Produce,RC524992,registered,2018-12-10,Partnership,Microfinance,Abia,VERIFIED,Business passed basic verification
BUS0002952,Zenith Media,RC404400,registered,,Cooperative Society,Fashion,Kogi,REJECTED,Missing or invalid registration date
BUS0002953,Nimbus IT Solutions,RC684917,registered,,Cooperative Society,Financial Services,Edo,REJECTED,Missing or invalid registration date
BUS0002954,CitiCenter Supplies,RC897426,registered,,Cooperative Society,Beverages,Ekiti,REJECTED,Missing or invalid registration date
BUS0002955,SkyHigh Enterprises,RC146644,registered,2020-08-06,Cooperative Society,Automotive,Zamfara,VERIFIED,Business passed basic verification
BUS0002956,Spectrum Energy,RC328956,registered,,Cooperative Society,Transportation,Benue,REJECTED,Missing or invalid registration date
BUS0002957,Pioneer Foods,RC241259,registered,2021-04-03,Non-Profit Organization,Trading,Borno,VERIFIED,Business passed basic verification
BUS0002958,Horizon Auto Parts,RC977917,registered,,Enterprise,Information Technology,Borno,REJECTED,Missing or invalid registration date
BUS0002959,Prime Health Supplies,RC551955,registered,2019-02-05,Public Limited Company,Human Resources,Ebonyi,VERIFIED,Business passed basic verification
BUS0002960,Guardian Security Services,RC399046,registered,,Cooperative Society,Human Resources,Imo,REJECTED,Missing or invalid registration date
BUS0002961,Zenith Media,RC111236,registered,,Public Limited Company,Advertising,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002962,Bright Learning Institute,RC338368,registered,,Partnership,Education,Ogun,REJECTED,Missing or invalid registration date
BUS0002963,SkyHigh Enterprises,RC179347,registered,,Sole Proprietorship,Tourism,Borno,REJECTED,Missing or invalid registration date
BUS0002964,Pioneer Foods,RC120147,registered,2015-11-06,Partnership,EdTech,Benue,VERIFIED,Business passed basic verification
BUS0002965,EcoTech Solutions Ltd,RC921967,registered,,Cooperative Society,Automotive,Anambra,REJECTED,Missing or invalid registration date
BUS0002966,Horizon Auto Parts,RC996148,registered,,Sole Proprietorship,Entertainment,Plateau,REJECTED,Missing or invalid registration date
BUS0002967,Starlight Fabrics,RC238753,registered,,Enterprise,Healthcare,Edo,REJECTED,Missing or invalid registration date
BUS0002968,Zenith Media,RC471486,registered,,Partnership,Real Estate,Kogi,REJECTED,Missing or invalid registration date
BUS0002969,Guardian Security Services,RC802615,registered,2024-06-11,Partnership,Healthcare,Nasarawa,FLAGGED,Recently registered business
BUS0002970,Alpha Systems Ltd,RC109666,registered,2018-10-04,Limited Liability Company,Consulting,Borno,VERIFIED,Business passed basic verification
BUS0002971,Royal Furnishings,RC717197,registered,2018-01-12,Business Name,Hospitality,Ogun,VERIFIED,Business passed basic verification
BUS0002972,SkyHigh Enterprises,RC741674,registered,,Cooperative Society,Pharmaceuticals,Rivers,REJECTED,Missing or invalid registration date
BUS0002973,Crestfield Trading,RC159634,registered,2015-02-11,Partnership,Fashion,Bauchi,VERIFIED,Business passed basic verification
BUS0002974,Royal Furnishings,RC163988,registered,2017-07-11,Business Name,Transportation,Niger,VERIFIED,Business passed basic verification
BUS0002975,HarborTech Systems,RC839669,registered,2020-05-05,Public Limited Company,Fintech,Sokoto,VERIFIED,Business passed basic verification
BUS0002976,Crestfield Trading,RC821946,registered,,Partnership,Advertising,Ogun,REJECTED,Missing or invalid registration date
BUS0002977,Cornerstone Ventures,RC487242,registered,,Partnership,Advertising,Kaduna,REJECTED,Missing or invalid registration date
BUS0002978,Nimbus IT Solutions,RC132184,registered,,Cooperative Society,Entertainment,Nasarawa,REJECTED,Missing or invalid registration date
BUS0002979,Horizon Auto Parts,RC814552,registered,,Limited Liability Company,Education,Yobe,REJECTED,Missing or invalid registration date
BUS0002980,Prime Health Supplies,RC310648,registered,2023-08-02,Partnership,Media,Sokoto,VERIFIED,Business passed basic verification
BUS0002981,Urban Farm Produce,RC278154,registered,,Partnership,Education,Bayelsa,REJECTED,Missing or invalid registration date
BUS0002982,EcoTech Solutions Ltd,RC289900,registered,2021-05-10,Non-Profit Organization,Human Resources,Yobe,VERIFIED,Business passed basic verification
BUS0002983,Heritage Consulting,RC212363,registered,,Limited Liability Company,Legal Services,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0002984,Mercury Marketing,RC888548,registered,,Non-Profit Organization,E-commerce,Enugu,REJECTED,Missing or invalid registration date
BUS0002985,Spectrum Energy,RC720128,registered,,Non-Profit Organization,E-commerce,Rivers,REJECTED,Missing or invalid registration date
BUS0002986,Summit Engineering,RC905737,registered,,Enterprise,Healthcare,Benue,REJECTED,Missing or invalid registration date
BUS0002987,Summit Engineering,RC642291,registered,2023-02-08,Public Limited Company,Hospitality,Enugu,VERIFIED,Business passed basic verification
BUS0002988,MetroLink Ventures,RC412284,registered,2021-05-01,Sole Proprietorship,Pharmaceuticals,Ogun,VERIFIED,Business passed basic verification
BUS0002989,Bountiful Beverages,RC874801,registered,,Enterprise,Manufacturing,Osun,REJECTED,Missing or invalid registration date
BUS0002990,Golden Harvest Foods,RC537510,registered,,Non-Profit Organization,Education,Borno,REJECTED,Missing or invalid registration date
BUS0002991,Unity Supplies Nigeria,RC791951,registered,2016-12-12,Limited Liability Company,Transportation,Nasarawa,VERIFIED,Business passed basic verification
BUS0002992,Sunbeam Electricals,RC783707,registered,,Limited Liability Company,Media,Yobe,REJECTED,Missing or invalid registration date
BUS0002993,Nova Industrial Works,RC824603,registered,,Business Name,Trading,Anambra,REJECTED,Missing or invalid registration date
BUS0002994,EcoTech Solutions Ltd,RC437701,registered,2021-06-10,Partnership,Fintech,Akwa Ibom,VERIFIED,Business passed basic verification
BUS0002995,Starlight Fabrics,RC498939,registered,,Sole Proprietorship,Education,Edo,REJECTED,Missing or invalid registration date
BUS0002996,MetroLink Ventures,RC213401,registered,,Public Limited Company,Consulting,Osun,REJECTED,Missing or invalid registration date
BUS0002997,Olive Oil Processing,RC213483,registered,,Business Name,Food Processing,Taraba,REJECTED,Missing or invalid registration date
BUS0002998,Royal Furnishings,RC747199,registered,,Enterprise,Education,Zamfara,REJECTED,Missing or invalid registration date
BUS0002999,Unity Supplies Nigeria,RC977390,registered,2022-09-12,Cooperative Society,Construction,Kogi,VERIFIED,Business passed basic verification
BUS0003000,Sunrise Traders,RC927248,registered,,Cooperative Society,Pharmaceuticals,Rivers,REJECTED,Missing or invalid registration date
BUS0003001,Evergreen Agro,RC942792,registered,,Business Name,Entertainment,Cross River,REJECTED,Missing or invalid registration date
BUS0003002,Urban Farm Produce,RC982573,registered,2019-10-10,Partnership,E-commerce,Enugu,VERIFIED,Business passed basic verification
BUS0003003,EcoTech Solutions Ltd,RC543261,registered,,Partnership,Advertising,Anambra,REJECTED,Missing or invalid registration date
BUS0003004,HarborTech Systems,RC975281,registered,,Enterprise,Information Technology,Lagos,REJECTED,Missing or invalid registration date
BUS0003005,GreenField Farms Ltd,RC489476,registered,,Cooperative Society,Tourism,Benue,REJECTED,Missing or invalid registration date
BUS0003006,Spectrum Energy,RC650662,registered,,Sole Proprietorship,Food Processing,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0003007,GreenField Farms Ltd,RC786875,registered,2024-07-02,Limited Liability Company,Healthcare,Gombe,FLAGGED,Recently registered business
BUS0003008,Silverline Manufacturing,RC424921,registered,,Public Limited Company,Legal Services,Kwara,REJECTED,Missing or invalid registration date
BUS0003009,Orchid Pharmaceuticals,RC348852,registered,2018-05-03,Enterprise,Human Resources,Benue,VERIFIED,Business passed basic verification
BUS0003010,HarborTech Systems,RC604095,registered,,Sole Proprietorship,Tourism,Sokoto,REJECTED,Missing or invalid registration date
BUS0003011,Prime Health Supplies,RC152029,registered,,Sole Proprietorship,Telecommunications,Edo,REJECTED,Missing or invalid registration date
BUS0003012,EcoTech Solutions Ltd,RC553061,registered,2015-05-03,Sole Proprietorship,Media,Katsina,VERIFIED,Business passed basic verification
BUS0003013,Silverline Manufacturing,RC808860,registered,2016-11-01,Non-Profit Organization,Wholesale,Enugu,VERIFIED,Business passed basic verification
BUS0003014,Alpha Systems Ltd,RC189113,registered,,Business Name,Human Resources,Adamawa,REJECTED,Missing or invalid registration date
BUS0003015,BlueOcean Logistics,RC236528,registered,,Public Limited Company,Construction,Edo,REJECTED,Missing or invalid registration date
BUS0003016,Sunbeam Electricals,RC751698,registered,,Sole Proprietorship,Agro-processing,Zamfara,REJECTED,Missing or invalid registration date
BUS0003017,Evergreen Agro,RC959500,registered,2016-04-01,Enterprise,Transportation,Zamfara,VERIFIED,Business passed basic verification
BUS0003018,Cornerstone Ventures,RC655801,registered,2022-05-05,Partnership,Tourism,Enugu,VERIFIED,Business passed basic verification
BUS0003019,SkyHigh Enterprises,RC297251,registered,2016-02-04,Enterprise,Education,Kogi,VERIFIED,Business passed basic verification
BUS0003020,Olive Oil Processing,RC130409,registered,2019-07-03,Non-Profit Organization,Entertainment,Delta,VERIFIED,Business passed basic verification
BUS0003021,Bountiful Beverages,RC877220,registered,,Non-Profit Organization,Facility Management,Delta,REJECTED,Missing or invalid registration date
BUS0003022,Nova Industrial Works,RC247400,registered,2023-08-08,Partnership,Construction,Ondo,VERIFIED,Business passed basic verification
BUS0003023,Nimbus IT Solutions,RC966373,registered,2025-02-01,Business Name,Construction,Kaduna,FLAGGED,Recently registered business
BUS0003024,Zenith Media,RC453001,registered,,Enterprise,Construction,Kebbi,REJECTED,Missing or invalid registration date
BUS0003025,Orchid Pharmaceuticals,RC516683,registered,,Non-Profit Organization,Legal Services,Zamfara,REJECTED,Missing or invalid registration date
BUS0003026,Elite Cleaning Co,RC211069,registered,2016-08-09,Cooperative Society,Manufacturing,Bauchi,VERIFIED,Business passed basic verification
BUS0003027,EcoTech Solutions Ltd,RC869509,registered,2022-02-06,Enterprise,Agriculture,Zamfara,VERIFIED,Business passed basic verification
BUS0003028,Starlight Fabrics,RC119414,registered,2020-02-01,Business Name,Waste Management,Benue,VERIFIED,Business passed basic verification
BUS0003029,Guardian Security Services,RC235859,registered,,Cooperative Society,Automotive,Rivers,REJECTED,Missing or invalid registration date
BUS0003030,Evergreen Agro,RC707107,registered,,Cooperative Society,EdTech,Benue,REJECTED,Missing or invalid registration date
BUS0003031,Spectrum Energy,RC368618,registered,2021-09-03,Partnership,Entertainment,Taraba,VERIFIED,Business passed basic verification
BUS0003032,Atlas Transport,RC364904,registered,2024-02-01,Limited Liability Company,Facility Management,Imo,VERIFIED,Business passed basic verification
BUS0003033,Crestfield Trading,RC239270,registered,,Business Name,Human Resources,Jigawa,REJECTED,Missing or invalid registration date
BUS0003034,Crown Textiles,RC932534,registered,2016-02-07,Cooperative Society,Telecommunications,Niger,VERIFIED,Business passed basic verification
BUS0003035,Atlas Transport,RC739287,registered,2021-09-09,Sole Proprietorship,Healthcare,Edo,VERIFIED,Business passed basic verification
BUS0003036,CitiCenter Supplies,RC998753,registered,2021-09-06,Enterprise,Healthcare,Kebbi,VERIFIED,Business passed basic verification
BUS0003037,Silverline Manufacturing,RC789554,registered,,Non-Profit Organization,Microfinance,Nasarawa,REJECTED,Missing or invalid registration date
BUS0003038,Silverline Manufacturing,RC691807,registered,,Business Name,Textiles,Anambra,REJECTED,Missing or invalid registration date
BUS0003039,Cornerstone Ventures,RC928218,registered,,Cooperative Society,E-commerce,Taraba,REJECTED,Missing or invalid registration date
BUS0003040,Spectrum Energy,RC687492,registered,,Non-Profit Organization,Legal Services,Oyo,REJECTED,Missing or invalid registration date
BUS0003041,Starlight Fabrics,RC976415,registered,2019-09-05,Enterprise,Agriculture,Cross River,VERIFIED,Business passed basic verification
BUS0003042,Mercury Marketing,RC539547,registered,,Enterprise,Pharmaceuticals,Sokoto,REJECTED,Missing or invalid registration date
BUS0003043,Urban Farm Produce,RC110270,registered,,Sole Proprietorship,Beverages,Akwa Ibom,REJECTED,Missing or invalid registration date
BUS0003044,PrimeBuild Construction,RC325155,registered,,Sole Proprietorship,Retail,Jigawa,REJECTED,Missing or invalid registration date
BUS0003045,Sunrise Traders,RC708978,registered,,Cooperative Society,Automotive,Nasarawa,REJECTED,Missing or invalid registration date
